Dataset	Domain	Score	Sent1	Sent2
STS2015-gold	belief		i just tried to breath deeply through all of my fears to help.	you just have to think what you want, it may seem tough on others.
STS2015-gold	belief		some of the most expensive violins in the world have disputed labels, but they are works of art nonetheless.	i tried on several occasions to get written replies but they were never forthcoming.
STS2015-gold	belief		rslw: look, you are trying to put words into my mouth, you are obviously a racist who...	2) so you are saying that it wasn't worth it if it went over a certain cost.
STS2015-gold	belief		but then it became all about the entitlement attitude.	not the same as the estate tax at all.
STS2015-gold	belief		presidential philandering is not new.	they never get presidential attendence do they?
STS2015-gold	belief	2.40	debt slavery here's what class warfare looks like!	debt slavery here's a hint.
STS2015-gold	belief		now to address your question on what we plan to do is simple; we as individuals cannot do much.	i would still say that evolution is for a species or population as individuals can't and don't evolve.
STS2015-gold	belief		he was arrested after agreeing to meet with her jan. 12.	he was sentenced to life at age 14 but it has been overturned.
STS2015-gold	belief		you right wingers are something else.	it was a long summer.
STS2015-gold	belief		i have lost many gay friends in the 80's and 90's.	i have also just realised my wife is now in the exact same situation.
STS2015-gold	belief	1.20	no need to tell them at all.	no one really wants to talk about anythiing else.
STS2015-gold	belief		i know exactly how you feel.	i come back home to my family.
STS2015-gold	belief		but to my knowledge they haven't used it, at least since i have lived here.	but over the years we have sort of thrown a blanket over presidential private lives.
STS2015-gold	belief		waiting for an attack sounds like israel's mo.	this is starting to sound like a mantra.
STS2015-gold	belief		it would be posted on the internet for a few days, and into the past it will go.	isnt the point of treatment to make the patient feel better?
STS2015-gold	belief		hear a different perspective each time.	but when i went the first time.
STS2015-gold	belief		it really is everything.	it is all a criminal enterprise.
STS2015-gold	belief		boy you dummies are dumb..	for your advice guys...my
STS2015-gold	belief		by the time he'd seen them, he agreed with me that they were across the line.	but there is nothing that you are willing to do that will rectify the problem.
STS2015-gold	belief		the team has since changed their name.	even though you cannot name a single murder carried out in their name?
STS2015-gold	belief	2.00	does anyone even take this garbage seriously these days?	does anyone know if this is possible??
STS2015-gold	belief		the idlest of the idle rich invest money and help other hard working people get ahead.	the world's largest oil skimmer has sat immobile for weeks on end as the bp oil leak gushed.
STS2015-gold	belief		obviously wichita police are not smart enough to catch him.	most christians do not hate gay's, they hate the sin.
STS2015-gold	belief		they're faced with facts.	they're pretty inexpensive.
STS2015-gold	belief		again, we appreciate your desire for a sovereign canada.	this is england, we are a 3rd world dumping ground for some reason..
STS2015-gold	belief	1.20	just sounds like you're blaming everyone else for your own mistakes.	if we could only learn from our mistakes!
STS2015-gold	belief		this thing has gone just exactly as the democrats hoped.	mostly because i am not defending the democrats in congress.
STS2015-gold	belief		i also had to buy a new tv for the house as our old one we had for 17 years and broke.	i always thought the house had to be sold before you could divorce.
STS2015-gold	belief		i think he's probably dead, but i do also think that there is a possibility that the americans have captured him and are keeping it quiet.	it would probably be at least as true to say that those who work the hardest are paid the least.
STS2015-gold	belief		i think i have a thing for blonde women...anyhow,	it is a great thing to do.
STS2015-gold	belief		- obama has made good on most of his campaign promises (as reported by politifact).	made good on his campaign promises which ones?
STS2015-gold	belief		for all the hype it has really led nowhere in particular, so "m-theory" has evolved from it.	i'll be interested to read the particulars of the study when they become available.
STS2015-gold	belief		as for the forensics, do you think the world works like csi?	ah...so the god with the most believers wins?
STS2015-gold	belief		and i like his plan for his first executive order as president to be abolishing all "czars" in the federal government.	but what i'd have gone for in your situation would be a registry office wedding with two witnesses and a party in the evening.
STS2015-gold	belief		to me its fine, if the suspect has to make a choice, ie leave his home and go to a location, then i don't really care if he is encouraged.	the first baptist church in his hometown had to take up a collection to support the family gingrich had deserted.
